date_utc,ATM,OG,PSG,SANTOS,VATRENI
2023-06-30,56.105994096580616,231.0159360935911,54.57107389545401,29.122333789286504,28.429122441089376
2023-07-31,66.59900903254578,209.8653569215064,63.45851812939885,30.88629139832319,31.920562520341456
2023-08-31,59.36666216119658,221.80237562839005,53.65318225093554,28.449714672699493,30.63466667288295
2023-09-30,55.4101699594574,237.65142630873245,49.74563550632952,27.10401571181838,29.14505623688196
2023-10-31,57.17722491505788,235.3040273676279,48.933334479314695,27.13969701998582,25.44507138220888
2023-11-30,66.05573119023384,241.887388044284,51.91025893553997,27.982821881482405,28.543230035438967
2023-12-31,60.09277655161642,247.91097014109152,54.44154383244659,28.26161916503185,26.91109994770782
2024-01-31,59.20544412689851,245.51736604809992,54.16973334958735,40.44395539389436,33.20691773262731
2024-02-29,64.43643869356706,276.1845228691449,61.36693918418848,59.68554558508359,28.344462189029716
2024-03-31,79.90510196925914,318.47712376600595,91.10956333536718,76.38689759738256,47.93818210963228
2024-04-30,70.16932677437173,226.40724436018647,84.51578371168328,56.43204617568177,56.33302633593404
2024-05-31,68.76729232234715,240.02229493520645,62.07159155836486,64.52556313470373,34.33694835169272
2024-06-30,52.19867862157391,171.348995487339,50.81165838379725,29.624355927754607,11.416739747954056
2024-07-31,48.82702003415161,154.97133255151684,44.22444712576047,28.2865965369151,9.071552893768722
2024-08-31,41.96008079760536,156.59785516950834,38.07404795364263,25.069077224441266,12.19122199065816
2024-09-30,41.53967011110224,157.40660989382684,37.97704431115665,26.912560541217296,14.476939097205497
2024-10-31,45.46319532363175,300.7943235261949,49.58063784586624,44.15568272045752,13.095110561914932
2024-11-30,51.46119916441596,301.683335966394,48.80602015549916,42.07468058569166,11.442390474226984
2024-12-31,47.936717759877325,252.08735887807308,52.72420008266837,30.641476204417494,48.70737480063052
2025-01-31,39.722603331408,215.7481082471512,41.94185726886253,30.708612442330345,51.07729279441017
2025-02-28,33.708157474364725,201.2586789731873,39.08625833248042,22.819268563289526,21.686536366576423
2025-03-31,27.748543225192464,218.51332835077227,38.57326739840205,25.90267277722374,32.91371270514667
2025-04-30,25.82124912425386,219.37178209599733,37.07268365757509,22.526724715924875,34.3986060814281
2025-05-31,25.3653495651189,242.9507394849733,33.33420333294485,22.133359048933933,57.0781777916029
2025-06-30,23.310705881806403,219.62610031556216,23.792475365474747,17.86523915280477,82.37819615933981
2025-07-31,36.71964852466501,281.507229777081,27.409062436376352,21.007201402144943,126.716925749572
2025-08-31,28.6902924743238,689.8625643580799,26.919585147387657,18.490667891867844,136.16451074869133
2025-09-30,34.98256582171037,842.411063310932,25.9652816535691,20.570921914317243,128.72417178407082
2025-10-31,25.336447453793674,595.5534693613006,19.07199874972382,13.301857800088149,172.35386147901625
2025-11-30,21.001067154879703,634.2521702496546,14.62056787108782,18.083039053013884,233.5203725215639
2025-12-31,21.47350827830355,613.1942165834214,13.689500069310846,16.86219159868044,132.74427221767695
2026-01-31,19.877458863988853,158.00621351691842,12.164144995134048,19.15307116984056,122.83726754168582
2026-02-28,30.46713631952351,160.87756622147683,11.980822146478811,12.88223293462292,214.11528014021184
2026-03-31,23.837079915609817,140.61946804071923,13.163541935584597,10.659754321739934,187.60666605555147
2026-04-30,24.66020109586896,154.34560086445407,12.256931045092422,10.89774070992757,172.00947498234015
2026-05-31,23.310985169334515,150.6635312989901,13.335653025651006,7.692811010133181,170.93395794151627
2026-06-30,54.89381985921254,127.45232894219822,8.564094159295719,5.119701505922723,173.7806760575007
2026-07-31,38.628592605439614,134.06058976509047,8.057020569629485,4.568326762869654,120.16022645177628
2026-08-31,27.08336605513944,152.06164855931067,8.033141741545771,5.034961250062837,165.58896707156364
2026-09-30,26.05128802983609,148.3806929810703,7.63853268625338,4.9457249076058485,182.26144207508943
